"","MES","INDICE","QTD_EMPRESAS","VLR_MERCADO_EM_REAIS","VLR_MERCADO_EM_DOLARES","MEDIA_INDICE","MEDIA_VLR_EM_REAIS","MEDIA_INDICE_PADRONIZADA","MEDIA_VLR_EM_REAIS_PADRONIZADA"
"104",2010-02-01,6625.61,155,1491499404338.16,823577804714.57,42.7458709677419,9622576802.18168,0.23579443255626,0.328854389584689
"105",2010-03-01,6938.96,157,1574499673391.49,884053718917.17,44.1971974522293,10028660340.0732,0.252903781114334,0.348747206591208
"106",2010-04-01,6786.17,159,1530145756353.64,884170667025.07,42.6803144654088,9623558216.06063,0.235021602279507,0.328902466112989
"107",2010-05-01,6432.16,159,1431580595503.22,788011556945.63,40.4538364779874,9003651544.04541,0.20877417390909,0.298535093794604
"108",2010-06-01,6283.78,158,1389905449843.31,771526755394.67,39.7707594936709,8796869935.71715,0.200721539066698,0.288405481754318
"109",2010-07-01,7082.39,160,1571620955346.44,894389344039.66,44.2649375,9822630970.91525,0.253702352697666,0.338654444496226
"110",2010-08-01,6947.8,161,1542507280948.19,878421002817.93,43.1540372670807,9580790564.89559,0.24060620961655,0.326807406897237
"111",2010-09-01,7456.76,160,1640688309016.01,968414773353.78,46.60475,10254301931.3501,0.281285855135561,0.359800712743259
"112",2010-10-01,7714.91,160,1698206984946.89,998123301367.58,48.2181875,10613793655.9181,0.300306292548661,0.377411136276605
"113",2010-11-01,7550.46,161,1658658510289.61,966527888986.37,46.8972670807453,10302226771.9852,0.284734270600417,0.362148407234325
"114",2010-12-01,7629.88,164,1676540319358.16,1006205929275.11,46.5236585365854,10222806825.3546,0.280329886835199,0.358257861773675
"115",2011-01-01,7243.88,166,1606566836900.44,960061453866.64,43.6378313253012,9678113475.30386,0.246309544642054,0.331574964965082
"116",2011-01-01,7243.88,166,1606566836900.44,960061453866.64,43.6378313253012,9678113475.30386,0.246309544642054,0.331574964965082
"117",2011-02-01,7331.74,170,1641296539679.86,988018624897.56,43.1278823529412,9654685527.52859,0.240297875449632,0.330427299929578
